hs_Character,hs_Rank_Rich_Nationality,hs_Rank_Rich_NativePlace_Cn,hs_Rank_Rich_NativePlace_En,hs_Rank_Rich_BirthPlace_Cn,hs_Rank_Rich_BirthPlace_En,hs_Rank_Rich_Permanent_Cn,hs_Rank_Rich_Permanent_En,hs_Rank_Rich_Photo,hs_Rank_Rich_Age,hs_Rank_Rich_Gender,hs_Rank_Rich_Education_Cn,hs_Rank_Rich_Education_En,hs_Rank_Rich_School_Cn,hs_Rank_Rich_School_En,hs_Rank_Rich_Year,hs_Rank_Rich_Relations,hs_Rank_Rich_MTime,hs_Rank_Rich_ID,hs_Rank_Rich_ListID,hs_Rank_Rich_Ranking,hs_Rank_Rich_Ranking_Change,hs_Rank_Rich_Wealth,hs_Rank_Rich_Wealth_USD,hs_Rank_Rich_Wealth_Change,hs_Rank_Rich_Certificate,hs_Rank_Rich_ChaName_Cn,hs_Rank_Rich_ChaName_En,hs_Rank_Rich_Cha_ID,hs_Rank_Rich_ComName_Cn,hs_Rank_Rich_ComName_En,hs_Rank_Rich_ComHeadquarters_Cn,hs_Rank_Rich_ComHeadquarters_En,hs_Rank_Rich_Industry_Cn,hs_Rank_Rich_Industry_En,hs_Rank_Rich_Com_ID,hs_RichAndCha
"[{'hs_Character_Gender': '先生', 'hs_Character_Birthday': '1962-05-01', 'hs_Character_Age': '62', 'hs_Character_MTime': '1905-06-30 12:00:00', 'hs_Character_Gender_Lang': '先生', 'hs_Character_ID': 449, 'hs_Character_Fullname_Cn': '丁佐宏', 'hs_Character_Fullname_En': 'Ding Zuohong', 'hs_Character_Surname_Cn': '丁', 'hs_Character_Name_Cn': '佐宏', 'hs_Character_Surname_En': 'Ding', 'hs_Character_Name_En': 'Zuohong', 'hs_Character_Photo': 'https://res.hurun.net/default/icon_men.jpg', 'hs_Character_Nationality': 198, 'hs_Character_NativePlace_Cn': '中国-江苏-南通', 'hs_Character_NativePlace_En': 'China-Jiangsu-Nantong', 'hs_Character_BirthPlace_Cn': '中国-江苏-南通', 'hs_Character_BirthPlace_En': 'China-Jiangsu-Nantong', 'hs_Character_Permanent_Cn': '中国-上海', 'hs_Character_Permanent_En': 'China-Shanghai', 'hs_Character_Education_Cn': '硕士', 'hs_Character_Education_En': 'Master s', 'hs_Character_School_Cn': '中欧', 'hs_Character_School_En': '', 'hs_Character_Major_Cn': '', 'hs_Character_Major_En': ''}]",,,,,,,,,,,,,,,2024,未知,2024-10-29 12:00:00,28586,208,1019,-11,50.0,700.0,-17%,,丁佐宏,Ding Zuohong,449,月星,Yuexing,上海普陀,Shanghai,房地产、零售、制造,"Real estate, retail, manufacturing",0,
"[{'hs_Character_Gender': '先生', 'hs_Character_Birthday': '1900-01-01', 'hs_Character_Age': '未知', 'hs_Character_MTime': '1905-06-30 12:00:00', 'hs_Character_Gender_Lang': '先生', 'hs_Character_ID': 981, 'hs_Character_Fullname_Cn': '方展城', 'hs_Character_Fullname_En': 'Fang Zhancheng', 'hs_Character_Surname_Cn': '方', 'hs_Character_Name_Cn': '展城', 'hs_Character_Surname_En': 'Fang', 'hs_Character_Name_En': 'Zhancheng', 'hs_Character_Photo': 'https://res.hurun.net/default/icon_men.jpg', 'hs_Character_Nationality': 198, 'hs_Character_NativePlace_Cn': '', 'hs_Character_NativePlace_En': '', 'hs_Character_BirthPlace_Cn': '', 'hs_Character_BirthPlace_En': '', 'hs_Character_Permanent_Cn': '中国-广东-佛山', 'hs_Character_Permanent_En': 'China-Guangdong-Foshan', 'hs_Character_Education_Cn': '', 'hs_Character_Education_En': '', 'hs_Character_School_Cn': '', 'hs_Character_School_En': '', 'hs_Character_Major_Cn': '', 'hs_Character_Major_En': ''}]",,,,,,,,,,,,,,,2024,未知,2024-10-29 12:00:00,28587,208,1019,New,50.0,700.0,NEW,,方展城,Fang Zhancheng,981,海天味业,Haitian,广东佛山,Guangdong,调味品,Food Flavorings,0,
"[{'hs_Character_Gender': '先生', 'hs_Character_Birthday': '1956-01-01', 'hs_Character_Age': '68', 'hs_Character_MTime': '1905-06-30 12:00:00', 'hs_Character_Gender_Lang': '先生', 'hs_Character_ID': 535, 'hs_Character_Fullname_Cn': '冯小华', 'hs_Character_Fullname_En': 'Feng Xiaohua', 'hs_Character_Surname_Cn': '冯', 'hs_Character_Name_Cn': '小华', 'hs_Character_Surname_En': 'Feng', 'hs_Character_Name_En': 'Xiaohua', 'hs_Character_Photo': 'https://res.hurun.net/default/icon_men.jpg', 'hs_Character_Nationality': 198, 'hs_Character_NativePlace_Cn': '', 'hs_Character_NativePlace_En': '', 'hs_Character_BirthPlace_Cn': '中国-广东-梅州', 'hs_Character_BirthPlace_En': 'China-Guangdong-Meizhou', 'hs_Character_Permanent_Cn': '中国-广西-南宁', 'hs_Character_Permanent_En': 'China-Guangxi-Nanning', 'hs_Character_Education_Cn': '本科', 'hs_Character_Education_En': 'Undergraduate', 'hs_Character_School_Cn': '暨南', 'hs_Character_School_En': '', 'hs_Character_Major_Cn': '', 'hs_Character_Major_En': ''}]",,,,,,,,,,,,,,,2024,未知,2024-10-29 12:00:00,28588,208,1019,-11,50.0,700.0,-17%,,冯小华,Feng Xiaohua,535,洋浦南华糖业,Nanhua Sugar,广西南宁,Guangxi,制糖业,Sugar,0,
"[{'hs_Character_Gender': '先生', 'hs_Character_Birthday': '1962-10-01', 'hs_Character_Age': '62', 'hs_Character_MTime': '2022-11-07 10:35:00', 'hs_Character_Gender_Lang': '先生', 'hs_Character_ID': 10234, 'hs_Character_Fullname_Cn': '付胜龙', 'hs_Character_Fullname_En': 'Fu Shenglong', 'hs_Character_Surname_Cn': '付', 'hs_Character_Name_Cn': '胜龙', 'hs_Character_Surname_En': 'Fu', 'hs_Character_Name_En': 'Shenglong', 'hs_Character_Photo': 'https://res.hurun.net/default/icon_men.jpg', 'hs_Character_Nationality': 198, 'hs_Character_NativePlace_Cn': '中国-湖南', 'hs_Character_NativePlace_En': 'China-Hunan', 'hs_Character_BirthPlace_Cn': '中国-湖南-邵阳', 'hs_Character_BirthPlace_En': 'China-Hunan', 'hs_Character_Permanent_Cn': '中国-湖南-邵阳', 'hs_Character_Permanent_En': 'China-Hunan', 'hs_Character_Education_Cn': '', 'hs_Character_Education_En': '', 'hs_Character_School_Cn': '', 'hs_Character_School_En': '', 'hs_Character_Major_Cn': '', 'hs_Character_Major_En': ''}]",,,,,,,,,,,,,,,2024,家族,2024-10-29 12:00:00,28589,208,1019,-123,50.0,700.0,-29%,,付胜龙,Fu Shenglong,10234,大汉控股,Dahan,湖南邵阳,Hunan,钢材贸易、房地产,"Steel trading, real estate",0,
"[{'hs_Character_Gender': '先生', 'hs_Character_Birthday': '1951-01-01', 'hs_Character_Age': '73', 'hs_Character_MTime': '2021-10-26 10:02:00', 'hs_Character_Gender_Lang': '先生', 'hs_Character_ID': 6785, 'hs_Character_Fullname_Cn': '黄伟常', 'hs_Character_Fullname_En': 'Wong Wai Sheung', 'hs_Character_Surname_Cn': '黄', 'hs_Character_Name_Cn': '伟常', 'hs_Character_Surname_En': '', 'hs_Character_Name_En': '', 'hs_Character_Photo': 'https://res.hurun.net/default/icon_men.jpg', 'hs_Character_Nationality': 198, 'hs_Character_NativePlace_Cn': '中国-香港', 'hs_Character_NativePlace_En': 'China-Hong Kong', 'hs_Character_BirthPlace_Cn': '中国-香港', 'hs_Character_BirthPlace_En': 'China-Hong Kong', 'hs_Character_Permanent_Cn': '中国-香港', 'hs_Character_Permanent_En': 'China-Hong Kong', 'hs_Character_Education_Cn': '', 'hs_Character_Education_En': '', 'hs_Character_School_Cn': '', 'hs_Character_School_En': '', 'hs_Character_Major_Cn': '', 'hs_Character_Major_En': ''}]",,,,,,,,,,,,,,,2024,家族,2024-10-29 12:00:00,28590,208,1019,71,50.0,700.0,-9%,,黄伟常,Wong Wai Sheung,6785,六福,Luk Fook,香港,Hong Kong,珠宝零售,Jewellery Retail,0,
"[{'hs_Character_Gender': '先生', 'hs_Character_Birthday': '1967-01-01', 'hs_Character_Age': '57', 'hs_Character_MTime': '1905-06-30 12:00:00', 'hs_Character_Gender_Lang': '先生', 'hs_Character_ID': 52, 'hs_Character_Fullname_Cn': '纪海鹏', 'hs_Character_Fullname_En': 'Ji Haipeng', 'hs_Character_Surname_Cn': '纪', 'hs_Character_Name_Cn': '海鹏', 'hs_Character_Surname_En': 'Ji', 'hs_Character_Name_En': 'Haipeng', 'hs_Character_Photo': 'https://res.hurun.net/default/icon_men.jpg', 'hs_Character_Nationality': 198, 'hs_Character_NativePlace_Cn': '', 'hs_Character_NativePlace_En': '', 'hs_Character_BirthPlace_Cn': '中国-广东-汕头', 'hs_Character_BirthPlace_En': 'China-Guangdong-Shantou', 'hs_Character_Permanent_Cn': '中国-广东-深圳', 'hs_Character_Permanent_En': 'China-Guangdong-Shenzhen', 'hs_Character_Education_Cn': '', 'hs_Character_Education_En': '', 'hs_Character_School_Cn': '', 'hs_Character_School_En': '', 'hs_Character_Major_Cn': '', 'hs_Character_Major_En': ''}]",,,,,,,,,,,,,,,2024,家族,2024-10-29 12:00:00,28591,208,1019,-11,50.0,700.0,-17%,,纪海鹏,Ji Haipeng,52,龙光地产,Logan Property,广东深圳,Guangdong,房地产,Real Estate,0,
"[{'hs_Character_Gender': '先生', 'hs_Character_Birthday': '1900-01-01', 'hs_Character_Age': '未知', 'hs_Character_MTime': '1905-06-30 12:00:00', 'hs_Character_Gender_Lang': '先生', 'hs_Character_ID': 584, 'hs_Character_Fullname_Cn': '江黎明', 'hs_Character_Fullname_En': 'Jiang Liming', 'hs_Character_Surname_Cn': '江', 'hs_Character_Name_Cn': '黎明', 'hs_Character_Surname_En': 'Jiang', 'hs_Character_Name_En': 'Liming', 'hs_Character_Photo': 'https://res.hurun.net/default/icon_men.jpg', 'hs_Character_Nationality': 198, 'hs_Character_NativePlace_Cn': '中国-湖北-黄冈', 'hs_Character_NativePlace_En': 'China -Hubei - Huanggang', 'hs_Character_BirthPlace_Cn': '中国-湖北-武汉', 'hs_Character_BirthPlace_En': 'China -Hubei-Wuhan', 'hs_Character_Permanent_Cn': '中国-广东-佛山', 'hs_Character_Permanent_En': 'China-Guangdong-Foshan', 'hs_Character_Education_Cn': '本科', 'hs_Character_Education_En': 'Undergraduate', 'hs_Character_School_Cn': '武大', 'hs_Character_School_En': '', 'hs_Character_Major_Cn': '', 'hs_Character_Major_En': ''}]",,,,,,,,,,,,,,,2024,未知,2024-10-29 12:00:00,28592,208,1019,-79,50.0,700.0,-23%,,江黎明,Jiang Liming,584,利泰,Lited,广东佛山,Guangdong,汽车经销,Automobile Sales,0,
"[{'hs_Character_Gender': '先生', 'hs_Character_Birthday': '1963-04-01', 'hs_Character_Age': '61', 'hs_Character_MTime': '1905-06-30 12:00:00', 'hs_Character_Gender_Lang': '先生', 'hs_Character_ID': 586, 'hs_Character_Fullname_Cn': '蒋锡培', 'hs_Character_Fullname_En': 'Jiang Xipei', 'hs_Character_Surname_Cn': '蒋', 'hs_Character_Name_Cn': '锡培', 'hs_Character_Surname_En': 'Jiang', 'hs_Character_Name_En': 'Xipei', 'hs_Character_Photo': 'https://res.hurun.net/default/icon_men.jpg', 'hs_Character_Nationality': 198, 'hs_Character_NativePlace_Cn': '中国-江苏-无锡', 'hs_Character_NativePlace_En': 'China-Jiangsu-Wuxi', 'hs_Character_BirthPlace_Cn': '中国-江苏-无锡', 'hs_Character_BirthPlace_En': 'China-Jiangsu-Wuxi', 'hs_Character_Permanent_Cn': '中国-江苏-无锡', 'hs_Character_Permanent_En': 'China-Jiangsu-Wuxi', 'hs_Character_Education_Cn': '', 'hs_Character_Education_En': '', 'hs_Character_School_Cn': '', 'hs_Character_School_En': '', 'hs_Character_Major_Cn': '', 'hs_Character_Major_En': ''}, {'hs_Character_Gender': '先生', 'hs_Character_Birthday': '1986-01-01', 'hs_Character_Age': '38', 'hs_Character_MTime': '1905-06-30 12:00:00', 'hs_Character_Gender_Lang': '先生', 'hs_Character_ID': 1936, 'hs_Character_Fullname_Cn': '蒋承志', 'hs_Character_Fullname_En': 'Jiang Chengzhi', 'hs_Character_Surname_Cn': '蒋', 'hs_Character_Name_Cn': '承志', 'hs_Character_Surname_En': 'Jiang', 'hs_Character_Name_En': 'Chengzhi', 'hs_Character_Photo': 'https://res.hurun.net/default/icon_men.jpg', 'hs_Character_Nationality': 198, 'hs_Character_NativePlace_Cn': '', 'hs_Character_NativePlace_En': '', 'hs_Character_BirthPlace_Cn': '', 'hs_Character_BirthPlace_En': '', 'hs_Character_Permanent_Cn': '中国-江苏-无锡', 'hs_Character_Permanent_En': 'China-Jiangsu-Wuxi', 'hs_Character_Education_Cn': '', 'hs_Character_Education_En': '', 'hs_Character_School_Cn': '', 'hs_Character_School_En': '', 'hs_Character_Major_Cn': '', 'hs_Character_Major_En': ''}]",,,,,,,,,,,,,,,2024,父子,2024-10-29 12:00:00,28593,208,1019,-79,50.0,700.0,-23%,,蒋锡培、蒋承志,Jiang Xipei、Jiang Chengzhi,586、1936,智慧能源,Smarter Energy,江苏无锡,Jiangsu,电缆、医药、房地产,"Cable, pharmaceuticals, real estate",0,
"[{'hs_Character_Gender': '先生', 'hs_Character_Birthday': '1964-01-01', 'hs_Character_Age': '60', 'hs_Character_MTime': '2022-02-25 10:02:00', 'hs_Character_Gender_Lang': '先生', 'hs_Character_ID': 7480, 'hs_Character_Fullname_Cn': '柯建生', 'hs_Character_Fullname_En': 'Ke Jiansheng', 'hs_Character_Surname_Cn': '柯', 'hs_Character_Name_Cn': '建生', 'hs_Character_Surname_En': '', 'hs_Character_Name_En': '', 'hs_Character_Photo': 'https://res.hurun.net/default/icon_men.jpg', 'hs_Character_Nationality': 198, 'hs_Character_NativePlace_Cn': '', 'hs_Character_NativePlace_En': '', 'hs_Character_BirthPlace_Cn': '', 'hs_Character_BirthPlace_En': '', 'hs_Character_Permanent_Cn': '中国-广东-广州', 'hs_Character_Permanent_En': 'China-Guangdong-Guangzhou', 'hs_Character_Education_Cn': '', 'hs_Character_Education_En': '', 'hs_Character_School_Cn': '', 'hs_Character_School_En': '', 'hs_Character_Major_Cn': '', 'hs_Character_Major_En': ''}]",,,,,,,,,,,,,,,2024,未知,2024-10-29 12:00:00,28594,208,1019,New,50.0,700.0,NEW,,柯建生,Ke Jiansheng,7480,索菲亚,Suofeiya,广东广州,Guangdong,家具,Furniture,0,
"[{'hs_Character_Gender': '先生', 'hs_Character_Birthday': '1975-10-29', 'hs_Character_Age': '49', 'hs_Character_MTime': '2020-10-20 12:00:00', 'hs_Character_Gender_Lang': '先生', 'hs_Character_ID': 5441, 'hs_Character_Fullname_Cn': '李俊田', 'hs_Character_Fullname_En': 'Li Juntian', 'hs_Character_Surname_Cn': '', 'hs_Character_Name_Cn': '', 'hs_Character_Surname_En': '', 'hs_Character_Name_En': '', 'hs_Character_Photo': 'https://res.hurun.net/default/icon_men.jpg', 'hs_Character_Nationality': 198, 'hs_Character_NativePlace_Cn': '', 'hs_Character_NativePlace_En': '', 'hs_Character_BirthPlace_Cn': '', 'hs_Character_BirthPlace_En': '', 'hs_Character_Permanent_Cn': '中国-广东-深圳', 'hs_Character_Permanent_En': '', 'hs_Character_Education_Cn': '', 'hs_Character_Education_En': '', 'hs_Character_School_Cn': '', 'hs_Character_School_En': '', 'hs_Character_Major_Cn': '', 'hs_Character_Major_En': ''}]",,,,,,,,,,,,,,,2024,未知,2024-10-29 12:00:00,28595,208,1019,-158,50.0,700.0,-32%,,李俊田,Li Juntian,5441,汇川技术,Inovance Technology,广东深圳,Guangdong,工业自动化产品,Electronic Equipment,0,
"[{'hs_Character_Gender': '先生', 'hs_Character_Birthday': '1966-01-01', 'hs_Character_Age': '58', 'hs_Character_MTime': '2023-10-23 12:00:00', 'hs_Character_Gender_Lang': '先生', 'hs_Character_ID': 10655, 'hs_Character_Fullname_Cn': '李完小', 'hs_Character_Fullname_En': 'Li Wanxiao', 'hs_Character_Surname_Cn': '李', 'hs_Character_Name_Cn': '完小', 'hs_Character_Surname_En': '', 'hs_Character_Name_En': '', 'hs_Character_Photo': 'https://res.hurun.net/default/icon_men.jpg', 'hs_Character_Nationality': 198, 'hs_Character_NativePlace_Cn': '', 'hs_Character_NativePlace_En': '', 'hs_Character_BirthPlace_Cn': '中国-湖南-长沙', 'hs_Character_BirthPlace_En': '', 'hs_Character_Permanent_Cn': '中国-湖南-长沙', 'hs_Character_Permanent_En': 'Hunan', 'hs_Character_Education_Cn': '', 'hs_Character_Education_En': '', 'hs_Character_School_Cn': '', 'hs_Character_School_En': '', 'hs_Character_Major_Cn': '', 'hs_Character_Major_En': ''}]",,,,,,,,,,,,,,,2024,家族,2024-10-29 12:00:00,28596,208,1019,-264,50.0,700.0,-38%,,李完小,Li Wanxiao,10655,航天环宇,Aerospace Huanyu,湖南长沙,Hunan,航空设备,Aeronautical equipment,0,
"[{'hs_Character_Gender': '先生', 'hs_Character_Birthday': '1976-01-01', 'hs_Character_Age': '48', 'hs_Character_MTime': '1905-06-30 12:00:00', 'hs_Character_Gender_Lang': '先生', 'hs_Character_ID': 1016, 'hs_Character_Fullname_Cn': '李志刚', 'hs_Character_Fullname_En': 'Li Zhigang', 'hs_Character_Surname_Cn': '李', 'hs_Character_Name_Cn': '志刚', 'hs_Character_Surname_En': 'Li', 'hs_Character_Name_En': 'Zhigang', 'hs_Character_Photo': 'https://res.hurun.net/default/icon_men.jpg', 'hs_Character_Nationality': 198, 'hs_Character_NativePlace_Cn': '', 'hs_Character_NativePlace_En': '', 'hs_Character_BirthPlace_Cn': '', 'hs_Character_BirthPlace_En': '', 'hs_Character_Permanent_Cn': '中国-湖北-武汉', 'hs_Character_Permanent_En': 'China -Hubei-Wuhan', 'hs_Character_Education_Cn': '博士', 'hs_Character_Education_En': 'Doctorate', 'hs_Character_School_Cn': '', 'hs_Character_School_En': '', 'hs_Character_Major_Cn': '', 'hs_Character_Major_En': ''}]",,,,,,,,,,,,,,,2024,未知,2024-10-29 12:00:00,28597,208,1019,-11,50.0,700.0,-17%,,李志刚,Li Zhigang,1016,帝尔激光,DR Laser,湖北武汉,Hubei,设备制造,Manufacturing,0,
"[{'hs_Character_Gender': '先生', 'hs_Character_Birthday': '1945-01-01', 'hs_Character_Age': '79', 'hs_Character_MTime': '2021-10-26 10:02:00', 'hs_Character_Gender_Lang': '先生', 'hs_Character_ID': 6675, 'hs_Character_Fullname_Cn': '林伯实', 'hs_Character_Fullname_En': 'Lin Por-Shih', 'hs_Character_Surname_Cn': '林', 'hs_Character_Name_Cn': '伯实', 'hs_Character_Surname_En': '', 'hs_Character_Name_En': '', 'hs_Character_Photo': 'https://res.hurun.net/default/icon_men.jpg', 'hs_Character_Nationality': 198, 'hs_Character_NativePlace_Cn': '', 'hs_Character_NativePlace_En': '', 'hs_Character_BirthPlace_Cn': '中国-台湾-台北', 'hs_Character_BirthPlace_En': 'China-Taiwan-Taipei', 'hs_Character_Permanent_Cn': '中国-台湾-台北', 'hs_Character_Permanent_En': 'China-Taiwan-Taipei', 'hs_Character_Education_Cn': '', 'hs_Character_Education_En': '', 'hs_Character_School_Cn': '', 'hs_Character_School_En': '', 'hs_Character_Major_Cn': '', 'hs_Character_Major_En': ''}]",,,,,,,,,,,,,,,2024,家族,2024-10-29 12:00:00,28598,208,1019,54,50.0,700.0,-12%,,林伯实,Lin Por-Shih,6675,台玻,Taiwan Glass,台湾台北,Taiwan,建筑玻璃,Glass,0,
"[{'hs_Character_Gender': '未知', 'hs_Character_Birthday': '1900-01-01', 'hs_Character_Age': '未知', 'hs_Character_MTime': '2024-10-25 12:02:00', 'hs_Character_Gender_Lang': '未知', 'hs_Character_ID': 11885, 'hs_Character_Fullname_Cn': '林鸿明', 'hs_Character_Fullname_En': 'Chris Lin', 'hs_Character_Surname_Cn': '', 'hs_Character_Name_Cn': '', 'hs_Character_Surname_En': '', 'hs_Character_Name_En': '', 'hs_Character_Photo': 'https://res.hurun.net/default/icon_women.jpg', 'hs_Character_Nationality': 198, 'hs_Character_NativePlace_Cn': '', 'hs_Character_NativePlace_En': '', 'hs_Character_BirthPlace_Cn': '', 'hs_Character_BirthPlace_En': '', 'hs_Character_Permanent_Cn': '台湾新竹', 'hs_Character_Permanent_En': 'Taiwan', 'hs_Character_Education_Cn': '硕士', 'hs_Character_Education_En': '', 'hs_Character_School_Cn': '清华大学', 'hs_Character_School_En': '', 'hs_Character_Major_Cn': '', 'hs_Character_Major_En': ''}]",,,,,,,,,,,,,,,2024,未知,2024-10-29 12:00:00,28599,208,1019,New,50.0,700.0,NEW,,林鸿明,Chris Lin,11885,信骅科技,Aspeed,台湾新竹,Taiwan,半导体,Semiconductors,0,
"[{'hs_Character_Gender': '先生', 'hs_Character_Birthday': '1970-11-22', 'hs_Character_Age': '54', 'hs_Character_MTime': '2021-10-26 10:02:00', 'hs_Character_Gender_Lang': '先生', 'hs_Character_ID': 6833, 'hs_Character_Fullname_Cn': '林集永', 'hs_Character_Fullname_En': 'Lin Jiyong', 'hs_Character_Surname_Cn': '林', 'hs_Character_Name_Cn': '集永', 'hs_Character_Surname_En': '', 'hs_Character_Name_En': '', 'hs_Character_Photo': 'https://res.hurun.net/default/icon_men.jpg', 'hs_Character_Nationality': 198, 'hs_Character_NativePlace_Cn': '中国-广东-惠阳', 'hs_Character_NativePlace_En': 'China-Guangdong-Huiyang', 'hs_Character_BirthPlace_Cn': '中国-广东-惠阳', 'hs_Character_BirthPlace_En': 'China-Guangdong-Huiyang', 'hs_Character_Permanent_Cn': '中国-广东-东莞', 'hs_Character_Permanent_En': 'China-Guangdong-Dongguan', 'hs_Character_Education_Cn': '', 'hs_Character_Education_En': '', 'hs_Character_School_Cn': '', 'hs_Character_School_En': '', 'hs_Character_Major_Cn': '', 'hs_Character_Major_En': ''}]",,,,,,,,,,,,,,,2024,未知,2024-10-29 12:00:00,28600,208,1019,-79,50.0,700.0,-23%,,林集永,Lin Jiyong,6833,慕思,De Rucci,广东东莞,Guangdong,床垫,Furniture ,0,
"[{'hs_Character_Gender': '先生', 'hs_Character_Birthday': '1973-01-01', 'hs_Character_Age': '51', 'hs_Character_MTime': '2020-10-20 12:00:00', 'hs_Character_Gender_Lang': '先生', 'hs_Character_ID': 5587, 'hs_Character_Fullname_Cn': '林晓辉', 'hs_Character_Fullname_En': 'Lin Xiaohui', 'hs_Character_Surname_Cn': '', 'hs_Character_Name_Cn': '', 'hs_Character_Surname_En': '', 'hs_Character_Name_En': '', 'hs_Character_Photo': 'https://res.hurun.net/default/icon_men.jpg', 'hs_Character_Nationality': 198, 'hs_Character_NativePlace_Cn': '', 'hs_Character_NativePlace_En': '', 'hs_Character_BirthPlace_Cn': '', 'hs_Character_BirthPlace_En': '', 'hs_Character_Permanent_Cn': '中国-香港', 'hs_Character_Permanent_En': '', 'hs_Character_Education_Cn': '', 'hs_Character_Education_En': '', 'hs_Character_School_Cn': '', 'hs_Character_School_En': '', 'hs_Character_Major_Cn': '', 'hs_Character_Major_En': ''}, {'hs_Character_Gender': '先生', 'hs_Character_Birthday': '1900-01-01', 'hs_Character_Age': '未知', 'hs_Character_MTime': '2020-10-20 12:00:00', 'hs_Character_Gender_Lang': '先生', 'hs_Character_ID': 6050, 'hs_Character_Fullname_Cn': '苏娇华', 'hs_Character_Fullname_En': 'Su Jiaohua', 'hs_Character_Surname_Cn': '', 'hs_Character_Name_Cn': '', 'hs_Character_Surname_En': '', 'hs_Character_Name_En': '', 'hs_Character_Photo': 'https://res.hurun.net/default/icon_men.jpg', 'hs_Character_Nationality': 198, 'hs_Character_NativePlace_Cn': '', 'hs_Character_NativePlace_En': '', 'hs_Character_BirthPlace_Cn': '', 'hs_Character_BirthPlace_En': '', 'hs_Character_Permanent_Cn': '中国-香港', 'hs_Character_Permanent_En': '', 'hs_Character_Education_Cn': '', 'hs_Character_Education_En': '', 'hs_Character_School_Cn': '', 'hs_Character_School_En': '', 'hs_Character_Major_Cn': '', 'hs_Character_Major_En': ''}]",,,,,,,,,,,,,,,2024,夫妇,2024-10-29 12:00:00,28601,208,1019,160,50.0,700.0,0%,,林晓辉、苏娇华,Lin Xiaohui、Su Jiaohua,5587、6050,伟禄,Realord,香港,Hong Kong,投资、房地产,"Investments, Real Estate",0,
"[{'hs_Character_Gender': '先生', 'hs_Character_Birthday': '1972-07-02', 'hs_Character_Age': '52', 'hs_Character_MTime': '2020-10-20 12:00:00', 'hs_Character_Gender_Lang': '先生', 'hs_Character_ID': 5444, 'hs_Character_Fullname_Cn': '刘国伟', 'hs_Character_Fullname_En': 'Liu Guowei', 'hs_Character_Surname_Cn': '', 'hs_Character_Name_Cn': '', 'hs_Character_Surname_En': '', 'hs_Character_Name_En': '', 'hs_Character_Photo': 'https://res.hurun.net/default/icon_men.jpg', 'hs_Character_Nationality': 198, 'hs_Character_NativePlace_Cn': '', 'hs_Character_NativePlace_En': '', 'hs_Character_BirthPlace_Cn': '', 'hs_Character_BirthPlace_En': '', 'hs_Character_Permanent_Cn': '中国-广东-深圳', 'hs_Character_Permanent_En': '', 'hs_Character_Education_Cn': '', 'hs_Character_Education_En': '', 'hs_Character_School_Cn': '', 'hs_Character_School_En': '', 'hs_Character_Major_Cn': '', 'hs_Character_Major_En': ''}]",,,,,,,,,,,,,,,2024,未知,2024-10-29 12:00:00,28602,208,1019,-206,50.0,700.0,-33%,,刘国伟,Liu Guowei,5444,汇川技术,Inovance Technology,广东深圳,Guangdong,工业自动化产品,Electronic Equipment,0,
