hs_Character,hs_Rank_Rich_Nationality,hs_Rank_Rich_NativePlace_Cn,hs_Rank_Rich_NativePlace_En,hs_Rank_Rich_BirthPlace_Cn,hs_Rank_Rich_BirthPlace_En,hs_Rank_Rich_Permanent_Cn,hs_Rank_Rich_Permanent_En,hs_Rank_Rich_Photo,hs_Rank_Rich_Age,hs_Rank_Rich_Gender,hs_Rank_Rich_Education_Cn,hs_Rank_Rich_Education_En,hs_Rank_Rich_School_Cn,hs_Rank_Rich_School_En,hs_Rank_Rich_Year,hs_Rank_Rich_Relations,hs_Rank_Rich_MTime,hs_Rank_Rich_ID,hs_Rank_Rich_ListID,hs_Rank_Rich_Ranking,hs_Rank_Rich_Ranking_Change,hs_Rank_Rich_Wealth,hs_Rank_Rich_Wealth_USD,hs_Rank_Rich_Wealth_Change,hs_Rank_Rich_Certificate,hs_Rank_Rich_ChaName_Cn,hs_Rank_Rich_ChaName_En,hs_Rank_Rich_Cha_ID,hs_Rank_Rich_ComName_Cn,hs_Rank_Rich_ComName_En,hs_Rank_Rich_ComHeadquarters_Cn,hs_Rank_Rich_ComHeadquarters_En,hs_Rank_Rich_Industry_Cn,hs_Rank_Rich_Industry_En,hs_Rank_Rich_Com_ID,hs_RichAndCha
"[{'hs_Character_Gender': '先生', 'hs_Character_Birthday': '1941-01-01', 'hs_Character_Age': '83', 'hs_Character_MTime': '2021-10-26 10:02:00', 'hs_Character_Gender_Lang': '先生', 'hs_Character_ID': 6475, 'hs_Character_Fullname_Cn': '苏海文', 'hs_Character_Fullname_En': 'Helmut Sohmen', 'hs_Character_Surname_Cn': '苏', 'hs_Character_Name_Cn': '海文', 'hs_Character_Surname_En': '', 'hs_Character_Name_En': '', 'hs_Character_Photo': 'https://res.hurun.net/default/icon_men.jpg', 'hs_Character_Nationality': 198, 'hs_Character_NativePlace_Cn': '', 'hs_Character_NativePlace_En': '', 'hs_Character_BirthPlace_Cn': '奥地利', 'hs_Character_BirthPlace_En': 'Austria', 'hs_Character_Permanent_Cn': '中国-香港', 'hs_Character_Permanent_En': 'China-Hong Kong', 'hs_Character_Education_Cn': '', 'hs_Character_Education_En': '', 'hs_Character_School_Cn': '', 'hs_Character_School_En': '', 'hs_Character_Major_Cn': '', 'hs_Character_Major_En': ''}]",,,,,,,,,,,,,,,2024,家族,2024-10-29 12:00:00,27664,208,107,11,400.0,5630.0,4%,,苏海文,Helmut Sohmen,6475,BW,BW Group,香港,Hong Kong,物流,Logistics,0,
"[{'hs_Character_Gender': '先生', 'hs_Character_Birthday': '1969-03-01', 'hs_Character_Age': '55', 'hs_Character_MTime': '1905-06-30 12:00:00', 'hs_Character_Gender_Lang': '先生', 'hs_Character_ID': 651, 'hs_Character_Fullname_Cn': '王旭宁', 'hs_Character_Fullname_En': 'Wang Xuning', 'hs_Character_Surname_Cn': '王', 'hs_Character_Name_Cn': '旭宁', 'hs_Character_Surname_En': 'Wang', 'hs_Character_Name_En': 'Xuning', 'hs_Character_Photo': 'https://res.hurun.net/default/icon_men.jpg', 'hs_Character_Nationality': 198, 'hs_Character_NativePlace_Cn': '中国-北京', 'hs_Character_NativePlace_En': 'China-Beijing', 'hs_Character_BirthPlace_Cn': '中国-北京', 'hs_Character_BirthPlace_En': 'China-Beijing', 'hs_Character_Permanent_Cn': '中国-上海', 'hs_Character_Permanent_En': 'China-Shanghai', 'hs_Character_Education_Cn': '硕士', 'hs_Character_Education_En': 'Master s', 'hs_Character_School_Cn': '北交大、中欧', 'hs_Character_School_En': '', 'hs_Character_Major_Cn': '', 'hs_Character_Major_En': ''}]",,,,,,,,,,,,,,,2024,未知,2024-10-29 12:00:00,27665,208,112,201,395.0,5560.0,126%,,王旭宁,Wang Xuning,651,JS环球生活,JS Global Life,香港,Hong Kong,小家电,Household Appliances,0,
"[{'hs_Character_Gender': '先生', 'hs_Character_Birthday': '1900-01-01', 'hs_Character_Age': '未知', 'hs_Character_MTime': '1905-06-30 12:00:00', 'hs_Character_Gender_Lang': '先生', 'hs_Character_ID': 3946, 'hs_Character_Fullname_Cn': '谢华', 'hs_Character_Fullname_En': 'Michael Xie', 'hs_Character_Surname_Cn': '', 'hs_Character_Name_Cn': '', 'hs_Character_Surname_En': '', 'hs_Character_Name_En': '', 'hs_Character_Photo': 'https://res.hurun.net/default/icon_men.jpg', 'hs_Character_Nationality': 198, 'hs_Character_NativePlace_Cn': '', 'hs_Character_NativePlace_En': '', 'hs_Character_BirthPlace_Cn': '中国-北京', 'hs_Character_BirthPlace_En': 'China-Beijing', 'hs_Character_Permanent_Cn': '美国-旧金山', 'hs_Character_Permanent_En': 'United States-San Francisco', 'hs_Character_Education_Cn': '硕士', 'hs_Character_Education_En': 'MSc', 'hs_Character_School_Cn': '曼尼托巴大学', 'hs_Character_School_En': '', 'hs_Character_Major_Cn': 'Manitoba University', 'hs_Character_Major_En': '电机工程'}]",,,,,,,,,,,,,,,2024,未知,2024-10-29 12:00:00,27666,208,113,46,390.0,5490.0,24%,,谢华,Xie Hua,3946,飞塔,Fortinet,美国旧金山,San Francisco,网路安全,Network Security,0,
"[{'hs_Character_Gender': '先生', 'hs_Character_Birthday': '1900-01-01', 'hs_Character_Age': '未知', 'hs_Character_MTime': '2021-10-26 10:02:00', 'hs_Character_Gender_Lang': '先生', 'hs_Character_ID': 6488, 'hs_Character_Fullname_Cn': '蔡政达', 'hs_Character_Fullname_En': 'Tsai Cheng-Ta', 'hs_Character_Surname_Cn': '蔡', 'hs_Character_Name_Cn': '政达', 'hs_Character_Surname_En': '', 'hs_Character_Name_En': '', 'hs_Character_Photo': 'https://res.hurun.net/default/icon_men.jpg', 'hs_Character_Nationality': 198, 'hs_Character_NativePlace_Cn': '中国-福建-泉州', 'hs_Character_NativePlace_En': 'China-Fujian-Quanzhou', 'hs_Character_BirthPlace_Cn': '中国-台湾', 'hs_Character_BirthPlace_En': 'China-Taiwan', 'hs_Character_Permanent_Cn': '中国-台湾-台北', 'hs_Character_Permanent_En': 'China-Taiwan-Taipei', 'hs_Character_Education_Cn': '', 'hs_Character_Education_En': '', 'hs_Character_School_Cn': '', 'hs_Character_School_En': '', 'hs_Character_Major_Cn': '', 'hs_Character_Major_En': ''}]",,,,,,,,,,,,,,,2024,家族,2024-10-29 12:00:00,27667,208,114,53,385.0,5420.0,28%,,蔡政达,Tsai Cheng-Ta,6488,霖园,Lin Yuan,台湾台北,Taiwan,金融服务,Financial Services,0,
"[{'hs_Character_Gender': '先生', 'hs_Character_Birthday': '1968-01-01', 'hs_Character_Age': '56', 'hs_Character_MTime': '1905-06-30 12:00:00', 'hs_Character_Gender_Lang': '先生', 'hs_Character_ID': 430, 'hs_Character_Fullname_Cn': '李平', 'hs_Character_Fullname_En': 'Li Ping', 'hs_Character_Surname_Cn': '李', 'hs_Character_Name_Cn': '平', 'hs_Character_Surname_En': 'Li', 'hs_Character_Name_En': 'Ping', 'hs_Character_Photo': 'https://res.hurun.net/default/icon_men.jpg', 'hs_Character_Nationality': 198, 'hs_Character_NativePlace_Cn': '', 'hs_Character_NativePlace_En': '', 'hs_Character_BirthPlace_Cn': '', 'hs_Character_BirthPlace_En': '', 'hs_Character_Permanent_Cn': '中国-福建-宁德', 'hs_Character_Permanent_En': 'China-Fujian-Ningde', 'hs_Character_Education_Cn': '本科', 'hs_Character_Education_En': 'Undergraduate', 'hs_Character_School_Cn': '复旦', 'hs_Character_School_En': '', 'hs_Character_Major_Cn': '', 'hs_Character_Major_En': ''}]",,,,,,,,,,,,,,,2024,未知,2024-10-29 12:00:00,27668,208,114,-35,385.0,5420.0,-23%,,李平,Li Ping,430,宁德时代,CATL,福建宁德,Fujian,锂电池,Battery Technology,0,
"[{'hs_Character_Gender': '女士', 'hs_Character_Birthday': '1965-12-01', 'hs_Character_Age': '59', 'hs_Character_MTime': '1905-06-30 12:00:00', 'hs_Character_Gender_Lang': '女士', 'hs_Character_ID': 117, 'hs_Character_Fullname_Cn': '曾芳勤', 'hs_Character_Fullname_En': 'Zeng Fangqin', 'hs_Character_Surname_Cn': '曾', 'hs_Character_Name_Cn': '芳勤', 'hs_Character_Surname_En': 'Zeng', 'hs_Character_Name_En': 'Fangqin', 'hs_Character_Photo': 'https://res.hurun.net/default/icon_women.jpg', 'hs_Character_Nationality': 198, 'hs_Character_NativePlace_Cn': '', 'hs_Character_NativePlace_En': '', 'hs_Character_BirthPlace_Cn': '', 'hs_Character_BirthPlace_En': '', 'hs_Character_Permanent_Cn': '中国-广东-深圳', 'hs_Character_Permanent_En': 'China-Guangdong-Shenzhen', 'hs_Character_Education_Cn': '', 'hs_Character_Education_En': '', 'hs_Character_School_Cn': '', 'hs_Character_School_En': '', 'hs_Character_Major_Cn': '', 'hs_Character_Major_En': ''}]",,,,,,,,,,,,,,,2024,未知,2024-10-29 12:00:00,27669,208,116,68,380.0,5350.0,38%,,曾芳勤,Zeng Fangqin,117,领益智造,Lingyi Itech,广东江门,Guangdong,消费电子精密件,Electronic Components,0,
"[{'hs_Character_Gender': '先生', 'hs_Character_Birthday': '1964-01-01', 'hs_Character_Age': '60', 'hs_Character_MTime': '1905-06-30 12:00:00', 'hs_Character_Gender_Lang': '先生', 'hs_Character_ID': 86, 'hs_Character_Fullname_Cn': '丁世家', 'hs_Character_Fullname_En': 'Ding Shijia', 'hs_Character_Surname_Cn': '丁', 'hs_Character_Name_Cn': '世家', 'hs_Character_Surname_En': 'Ding', 'hs_Character_Name_En': 'Shijia', 'hs_Character_Photo': 'https://res.hurun.net/default/icon_men.jpg', 'hs_Character_Nationality': 198, 'hs_Character_NativePlace_Cn': '', 'hs_Character_NativePlace_En': '', 'hs_Character_BirthPlace_Cn': '中国-福建-泉州', 'hs_Character_BirthPlace_En': 'China-Fujian-Quanzhou', 'hs_Character_Permanent_Cn': '中国-福建-厦门', 'hs_Character_Permanent_En': 'China-Fujian-Xiamen', 'hs_Character_Education_Cn': '', 'hs_Character_Education_En': '', 'hs_Character_School_Cn': '', 'hs_Character_School_En': '', 'hs_Character_Major_Cn': '', 'hs_Character_Major_En': ''}]",,,,,,,,,,,,,,,2024,未知,2024-10-29 12:00:00,27670,208,116,-6,380.0,5350.0,-11%,,丁世家,Ding Shijia,86,安踏,Anta,福建厦门,Fujian,体育用品,Sportswear,0,
"[{'hs_Character_Gender': '先生', 'hs_Character_Birthday': '1987-01-01', 'hs_Character_Age': '37', 'hs_Character_MTime': '2022-11-07 10:35:00', 'hs_Character_Gender_Lang': '先生', 'hs_Character_ID': 10246, 'hs_Character_Fullname_Cn': '罗宇皓', 'hs_Character_Fullname_En': 'Luo Yuhao', 'hs_Character_Surname_Cn': '罗', 'hs_Character_Name_Cn': '宇皓', 'hs_Character_Surname_En': 'Luo', 'hs_Character_Name_En': 'Yuhao', 'hs_Character_Photo': 'https://res.hurun.net/default/icon_men.jpg', 'hs_Character_Nationality': 198, 'hs_Character_NativePlace_Cn': '', 'hs_Character_NativePlace_En': '', 'hs_Character_BirthPlace_Cn': '', 'hs_Character_BirthPlace_En': '', 'hs_Character_Permanent_Cn': '中国-上海', 'hs_Character_Permanent_En': 'China-Shanghai', 'hs_Character_Education_Cn': '', 'hs_Character_Education_En': '', 'hs_Character_School_Cn': '', 'hs_Character_School_En': '', 'hs_Character_Major_Cn': '', 'hs_Character_Major_En': ''}]",,,,,,,,,,,,,,,2024,未知,2024-10-29 12:00:00,27671,208,116,21,380.0,5350.0,9%,,罗宇皓,Luo Yuhao,10246,米哈游,Mihoyo,上海,Shanghai,游戏,Online games,0,
"[{'hs_Character_Gender': '未知', 'hs_Character_Birthday': '1900-01-01', 'hs_Character_Age': '未知', 'hs_Character_MTime': '2024-10-25 12:02:00', 'hs_Character_Gender_Lang': '未知', 'hs_Character_ID': 11864, 'hs_Character_Fullname_Cn': '沈彬', 'hs_Character_Fullname_En': 'Shen Bin', 'hs_Character_Surname_Cn': '', 'hs_Character_Name_Cn': '', 'hs_Character_Surname_En': '', 'hs_Character_Name_En': '', 'hs_Character_Photo': 'https://res.hurun.net/default/icon_women.jpg', 'hs_Character_Nationality': 198, 'hs_Character_NativePlace_Cn': '江苏苏州', 'hs_Character_NativePlace_En': 'China-Zhejiang-Hangzhou', 'hs_Character_BirthPlace_Cn': '中国-浙江-杭州', 'hs_Character_BirthPlace_En': 'Jiangsu', 'hs_Character_Permanent_Cn': '江苏苏州', 'hs_Character_Permanent_En': 'Jiangsu', 'hs_Character_Education_Cn': '本科', 'hs_Character_Education_En': '', 'hs_Character_School_Cn': '中国地址大学', 'hs_Character_School_En': '', 'hs_Character_Major_Cn': '', 'hs_Character_Major_En': ''}]",,,,,,,,,,,,,,,2024,未知,2024-10-29 12:00:00,27672,208,116,2,380.0,5350.0,-1%,,沈彬,Shen Bin,11864,沙钢,Sha Steel,江苏苏州,Jiangsu,钢铁,Steel,0,
"[{'hs_Character_Gender': '先生', 'hs_Character_Birthday': '1978-01-01', 'hs_Character_Age': '46', 'hs_Character_MTime': '2020-10-20 12:00:00', 'hs_Character_Gender_Lang': '先生', 'hs_Character_ID': 5218, 'hs_Character_Fullname_Cn': '李小冬', 'hs_Character_Fullname_En': 'Forrest Xiaodong Li', 'hs_Character_Surname_Cn': '', 'hs_Character_Name_Cn': '', 'hs_Character_Surname_En': '', 'hs_Character_Name_En': '', 'hs_Character_Photo': 'https://res.hurun.net/default/icon_men.jpg', 'hs_Character_Nationality': 198, 'hs_Character_NativePlace_Cn': '', 'hs_Character_NativePlace_En': '', 'hs_Character_BirthPlace_Cn': '', 'hs_Character_BirthPlace_En': '', 'hs_Character_Permanent_Cn': '新加坡', 'hs_Character_Permanent_En': 'Singapore', 'hs_Character_Education_Cn': '', 'hs_Character_Education_En': '', 'hs_Character_School_Cn': '', 'hs_Character_School_En': '', 'hs_Character_Major_Cn': '', 'hs_Character_Major_En': ''}]",,,,,,,,,,,,,,,2024,未知,2024-10-29 12:00:00,27673,208,120,154,375.0,5280.0,92%,,李小冬,Forrest Xiaodong Li,5218,冬海集团,Sea,新加坡,Singapore,网络游戏、电商,"Online Games, E-Commerce",0,
"[{'hs_Character_Gender': '先生', 'hs_Character_Birthday': '1952-01-01', 'hs_Character_Age': '72', 'hs_Character_MTime': '1905-06-30 12:00:00', 'hs_Character_Gender_Lang': '先生', 'hs_Character_ID': 38, 'hs_Character_Fullname_Cn': '谢炳', 'hs_Character_Fullname_En': 'Xie Bing', 'hs_Character_Surname_Cn': '谢', 'hs_Character_Name_Cn': '炳', 'hs_Character_Surname_En': 'Xie', 'hs_Character_Name_En': 'Bing', 'hs_Character_Photo': 'https://res.hurun.net/default/icon_men.jpg', 'hs_Character_Nationality': 198, 'hs_Character_NativePlace_Cn': '中国-广东-汕头', 'hs_Character_NativePlace_En': 'China-Guangdong-Shantou', 'hs_Character_BirthPlace_Cn': '中国-广东-汕头', 'hs_Character_BirthPlace_En': 'China-Guangdong-Shantou', 'hs_Character_Permanent_Cn': '中国-香港', 'hs_Character_Permanent_En': 'China-Hong Kong', 'hs_Character_Education_Cn': '', 'hs_Character_Education_En': '', 'hs_Character_School_Cn': '', 'hs_Character_School_En': '', 'hs_Character_Major_Cn': '', 'hs_Character_Major_En': ''}]",,,,,,,,,,,,,,,2024,家族,2024-10-29 12:00:00,27674,208,120,10,375.0,5280.0,6%,,谢炳,Tse Ping,38,中生制药,Sino Biopharmaceutical,北京,Beijing,医药,Pharmaceuticals,0,
"[{'hs_Character_Gender': '先生', 'hs_Character_Birthday': '1952-01-01', 'hs_Character_Age': '72', 'hs_Character_MTime': '1905-06-30 12:00:00', 'hs_Character_Gender_Lang': '先生', 'hs_Character_ID': 123, 'hs_Character_Fullname_Cn': '高德康', 'hs_Character_Fullname_En': 'Gao Dekang', 'hs_Character_Surname_Cn': '高', 'hs_Character_Name_Cn': '德康', 'hs_Character_Surname_En': 'Gao', 'hs_Character_Name_En': 'Dekang', 'hs_Character_Photo': 'https://res.hurun.net/photo/000123_Gao_Dekang.jpg', 'hs_Character_Nationality': 198, 'hs_Character_NativePlace_Cn': '中国-江苏-苏州', 'hs_Character_NativePlace_En': 'China-Jiangsu-Suzhou', 'hs_Character_BirthPlace_Cn': '中国-江苏-苏州', 'hs_Character_BirthPlace_En': 'China-Jiangsu-Suzhou', 'hs_Character_Permanent_Cn': '中国-江苏-苏州', 'hs_Character_Permanent_En': 'China-Jiangsu-Suzhou', 'hs_Character_Education_Cn': '', 'hs_Character_Education_En': '', 'hs_Character_School_Cn': '', 'hs_Character_School_En': '', 'hs_Character_Major_Cn': '', 'hs_Character_Major_En': ''}]",,,,,,,,,,,,,,,2024,家族,2024-10-29 12:00:00,27675,208,122,40,370.0,5210.0,19%,,高德康,Gao Dekang,123,波司登,Bosideng,江苏苏州,Jiangsu,服装,Apparel,0,
"[{'hs_Character_Gender': '先生', 'hs_Character_Birthday': '1965-01-01', 'hs_Character_Age': '59', 'hs_Character_MTime': '1905-06-30 12:00:00', 'hs_Character_Gender_Lang': '先生', 'hs_Character_ID': 42, 'hs_Character_Fullname_Cn': '马建荣', 'hs_Character_Fullname_En': 'Ma Jianrong', 'hs_Character_Surname_Cn': '马', 'hs_Character_Name_Cn': '建荣', 'hs_Character_Surname_En': 'Ma', 'hs_Character_Name_En': 'Jianrong', 'hs_Character_Photo': 'https://res.hurun.net/default/icon_men.jpg', 'hs_Character_Nationality': 198, 'hs_Character_NativePlace_Cn': '', 'hs_Character_NativePlace_En': '', 'hs_Character_BirthPlace_Cn': '中国-浙江', 'hs_Character_BirthPlace_En': 'China-Zhejiang', 'hs_Character_Permanent_Cn': '中国-浙江-宁波', 'hs_Character_Permanent_En': 'China-Zhejiang-Ningbo', 'hs_Character_Education_Cn': '', 'hs_Character_Education_En': '', 'hs_Character_School_Cn': '', 'hs_Character_School_En': '', 'hs_Character_Major_Cn': '', 'hs_Character_Major_En': ''}]",,,,,,,,,,,,,,,2024,家族,2024-10-29 12:00:00,27676,208,122,-20,370.0,5210.0,-17%,,马建荣,Ma Jianrong,42,申洲针织,Shenzhou,浙江宁波,Zhejiang,纺织、服装,Textiles,0,
"[{'hs_Character_Gender': '先生', 'hs_Character_Birthday': '1955-01-01', 'hs_Character_Age': '69', 'hs_Character_MTime': '1905-06-30 12:00:00', 'hs_Character_Gender_Lang': '先生', 'hs_Character_ID': 157, 'hs_Character_Fullname_Cn': '修涞贵', 'hs_Character_Fullname_En': 'Xiu Laigui', 'hs_Character_Surname_Cn': '修', 'hs_Character_Name_Cn': '涞贵', 'hs_Character_Surname_En': 'Xiu', 'hs_Character_Name_En': 'Laigui', 'hs_Character_Photo': 'https://res.hurun.net/photo/000157_Xiu_Laigui.jpg', 'hs_Character_Nationality': 198, 'hs_Character_NativePlace_Cn': '', 'hs_Character_NativePlace_En': '', 'hs_Character_BirthPlace_Cn': '中国-吉林', 'hs_Character_BirthPlace_En': 'China- Jilin', 'hs_Character_Permanent_Cn': '中国-吉林-长春', 'hs_Character_Permanent_En': 'China-Jilin-Changchun', 'hs_Character_Education_Cn': '本科', 'hs_Character_Education_En': 'Undergraduate', 'hs_Character_School_Cn': '吉大', 'hs_Character_School_En': '吉林大学', 'hs_Character_Major_Cn': '', 'hs_Character_Major_En': ''}, {'hs_Character_Gender': '女士', 'hs_Character_Birthday': '1958-01-01', 'hs_Character_Age': '66', 'hs_Character_MTime': '1905-06-30 12:00:00', 'hs_Character_Gender_Lang': '女士', 'hs_Character_ID': 1856, 'hs_Character_Fullname_Cn': '李艳华', 'hs_Character_Fullname_En': 'Li Yanhua', 'hs_Character_Surname_Cn': '李', 'hs_Character_Name_Cn': '艳华', 'hs_Character_Surname_En': 'Li', 'hs_Character_Name_En': 'Yanhua', 'hs_Character_Photo': 'https://res.hurun.net/default/icon_women.jpg', 'hs_Character_Nationality': 198, 'hs_Character_NativePlace_Cn': '', 'hs_Character_NativePlace_En': '', 'hs_Character_BirthPlace_Cn': '', 'hs_Character_BirthPlace_En': '', 'hs_Character_Permanent_Cn': '中国-吉林-长春', 'hs_Character_Permanent_En': 'China-Jilin-Changchun', 'hs_Character_Education_Cn': '', 'hs_Character_Education_En': '', 'hs_Character_School_Cn': '', 'hs_Character_School_En': '', 'hs_Character_Major_Cn': '', 'hs_Character_Major_En': ''}]",,,,,,,,,,,,,,,2024,夫妇,2024-10-29 12:00:00,27677,208,122,8,370.0,5210.0,4%,,修涞贵、李艳华,Xiu Laigui、Li Yanhua,157、1856,修正药业,Xiuzheng,吉林长春,Jilin,医药,Pharmaceuticals,0,
"[{'hs_Character_Gender': '先生', 'hs_Character_Birthday': '1964-01-01', 'hs_Character_Age': '60', 'hs_Character_MTime': '1905-06-30 12:00:00', 'hs_Character_Gender_Lang': '先生', 'hs_Character_ID': 607, 'hs_Character_Fullname_Cn': '邬建树', 'hs_Character_Fullname_En': 'Wu Jianshu', 'hs_Character_Surname_Cn': '邬', 'hs_Character_Name_Cn': '建树', 'hs_Character_Surname_En': 'Wu', 'hs_Character_Name_En': 'Jianshu', 'hs_Character_Photo': 'https://res.hurun.net/default/icon_men.jpg', 'hs_Character_Nationality': 198, 'hs_Character_NativePlace_Cn': '', 'hs_Character_NativePlace_En': '', 'hs_Character_BirthPlace_Cn': '中国-浙江-宁波', 'hs_Character_BirthPlace_En': 'China-Zhejiang-Ningbo', 'hs_Character_Permanent_Cn': '中国-浙江-宁波', 'hs_Character_Permanent_En': 'China-Zhejiang-Ningbo', 'hs_Character_Education_Cn': '', 'hs_Character_Education_En': '', 'hs_Character_School_Cn': '', 'hs_Character_School_En': '', 'hs_Character_Major_Cn': '', 'hs_Character_Major_En': ''}]",,,,,,,,,,,,,,,2024,未知,2024-10-29 12:00:00,27678,208,125,-51,360.0,5070.0,-36%,,邬建树,Wu Jianshu,607,拓普,Tuopu,浙江宁波,Zhejiang,汽车零部件制造,Automobile parts,0,
"[{'hs_Character_Gender': '先生', 'hs_Character_Birthday': '1961-10-25', 'hs_Character_Age': '63', 'hs_Character_MTime': '1905-06-30 12:00:00', 'hs_Character_Gender_Lang': '先生', 'hs_Character_ID': 96, 'hs_Character_Fullname_Cn': '陈发树', 'hs_Character_Fullname_En': 'Chen Fashu', 'hs_Character_Surname_Cn': '陈', 'hs_Character_Name_Cn': '发树', 'hs_Character_Surname_En': 'Chen', 'hs_Character_Name_En': 'Fashu', 'hs_Character_Photo': 'https://res.hurun.net/photo/000096_Chen_Fashu.jpg', 'hs_Character_Nationality': 198, 'hs_Character_NativePlace_Cn': '', 'hs_Character_NativePlace_En': '', 'hs_Character_BirthPlace_Cn': '中国-福建-泉州', 'hs_Character_BirthPlace_En': 'China-Fujian-Quanzhou', 'hs_Character_Permanent_Cn': '中国-福建-福州', 'hs_Character_Permanent_En': 'China-Fujian-Fuzhou', 'hs_Character_Education_Cn': '', 'hs_Character_Education_En': '', 'hs_Character_School_Cn': '', 'hs_Character_School_En': '', 'hs_Character_Major_Cn': '', 'hs_Character_Major_En': ''}]",,,,,,,,,,,,,,,2024,未知,2024-10-29 12:00:00,27679,208,126,-4,355.0,5000.0,-7%,,陈发树,Chen Fashu,96,新华都,Xinhuadu,福建福州,Fujian,医药、零售、投资,"Retail, Pharmaceuticals, Investments",0,
"[{'hs_Character_Gender': '先生', 'hs_Character_Birthday': '1951-09-01', 'hs_Character_Age': '73', 'hs_Character_MTime': '1905-06-30 12:00:00', 'hs_Character_Gender_Lang': '先生', 'hs_Character_ID': 115, 'hs_Character_Fullname_Cn': '黄如论', 'hs_Character_Fullname_En': 'Huang Rulun', 'hs_Character_Surname_Cn': '黄', 'hs_Character_Name_Cn': '如论', 'hs_Character_Surname_En': 'Huang', 'hs_Character_Name_En': 'Rulun', 'hs_Character_Photo': 'https://res.hurun.net/photo/000115_Huang_Rulun.jpg', 'hs_Character_Nationality': 198, 'hs_Character_NativePlace_Cn': '中国-河南', 'hs_Character_NativePlace_En': 'China-Henan', 'hs_Character_BirthPlace_Cn': '中国-福建-福州', 'hs_Character_BirthPlace_En': 'China-Fujian-Fuzhou', 'hs_Character_Permanent_Cn': '中国-北京', 'hs_Character_Permanent_En': 'China-Beijing', 'hs_Character_Education_Cn': '', 'hs_Character_Education_En': '', 'hs_Character_School_Cn': '', 'hs_Character_School_En': '', 'hs_Character_Major_Cn': '', 'hs_Character_Major_En': ''}, {'hs_Character_Gender': '先生', 'hs_Character_Birthday': '1976-01-01', 'hs_Character_Age': '48', 'hs_Character_MTime': '2021-10-26 10:02:00', 'hs_Character_Gender_Lang': '先生', 'hs_Character_ID': 7277, 'hs_Character_Fullname_Cn': '黄涛', 'hs_Character_Fullname_En': 'Huang Tao', 'hs_Character_Surname_Cn': '黄', 'hs_Character_Name_Cn': '涛', 'hs_Character_Surname_En': '', 'hs_Character_Name_En': '', 'hs_Character_Photo': 'https://res.hurun.net/default/icon_men.jpg', 'hs_Character_Nationality': 198, 'hs_Character_NativePlace_Cn': '中国-福建', 'hs_Character_NativePlace_En': 'China-Fujian', 'hs_Character_BirthPlace_Cn': '中国-福建-福州', 'hs_Character_BirthPlace_En': 'China-Fujian-Fuzhou', 'hs_Character_Permanent_Cn': '中国-北京', 'hs_Character_Permanent_En': 'China -Beijing', 'hs_Character_Education_Cn': '', 'hs_Character_Education_En': '', 'hs_Character_School_Cn': '', 'hs_Character_School_En': '', 'hs_Character_Major_Cn': '', 'hs_Character_Major_En': ''}]",,,,,,,,,,,,,,,2024,家族,2024-10-29 12:00:00,27680,208,126,4,355.0,5000.0,0%,,黄如论、黄涛,Huang Rulun、Huang Tao,115、7277,世纪金源,Century Golden Resources,北京,Beijing,房地产,Real Estate,0,
"[{'hs_Character_Gender': '先生', 'hs_Character_Birthday': '1970-12-01', 'hs_Character_Age': '54', 'hs_Character_MTime': '1905-06-30 12:00:00', 'hs_Character_Gender_Lang': '先生', 'hs_Character_ID': 92, 'hs_Character_Fullname_Cn': '赖梅松', 'hs_Character_Fullname_En': 'Lai Meisong', 'hs_Character_Surname_Cn': '赖', 'hs_Character_Name_Cn': '梅松', 'hs_Character_Surname_En': 'Lai', 'hs_Character_Name_En': 'Meisong', 'hs_Character_Photo': 'https://res.hurun.net/photo/000092_Lai_Meisong.jpg', 'hs_Character_Nationality': 198, 'hs_Character_NativePlace_Cn': '', 'hs_Character_NativePlace_En': '', 'hs_Character_BirthPlace_Cn': '', 'hs_Character_BirthPlace_En': '', 'hs_Character_Permanent_Cn': '中国-上海', 'hs_Character_Permanent_En': 'China-Shanghai', 'hs_Character_Education_Cn': '', 'hs_Character_Education_En': '', 'hs_Character_School_Cn': '', 'hs_Character_School_En': '', 'hs_Character_Major_Cn': '', 'hs_Character_Major_En': ''}]",,,,,,,,,,,,,,,2024,未知,2024-10-29 12:00:00,27681,208,128,-10,350.0,4930.0,-9%,,赖梅松,Lai Meisong,92,中通,ZTO,上海青浦,Shanghai,物流,Logistics,0,
